web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-1159,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Wild,€ 1.88,38%,54%,9%,0.79,Classique – Meaty Choice – Sauce,2.8%,Saus,Vitakraft,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1160,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Wild in cranberrygelei,€ 3.18,43%,56%,1%,0.76,Création – Gelei,1.8%,Gelei,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1161,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en spinazie,€ 3.14,45%,55%,0%,0.77,Création – Gelei,1.8%,Gelei,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1162,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalf in kaassaus,€ 3.18,43%,56%,1%,0.76,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1163,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen in kaassaus,€ 3.18,43%,56%,1%,0.76,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1164,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en groenten,€ 3.18,43%,56%,1%,0.76,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1165,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalkoen,€ 3.18,43%,56%,1%,0.76,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1166,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Koolvis, pasta en tomaat",€ 3.14,45%,55%,0%,0.77,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1167,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en wortel,€ 3.18,43%,56%,1%,0.76,Création – Sauce,1.8%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1168,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw,€ 2.53,49%,43%,8%,0.78,Delicé,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1169,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.53,49%,43%,8%,0.78,Delicé,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1170,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Koolvis,€ 2.53,49%,43%,8%,0.78,Delicé,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1171,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Hart,€ 2.53,54%,43%,3%,0.78,Délice,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1172,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 2.53,49%,43%,8%,0.78,Délice,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1173,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 2.46,52%,47%,1%,0.81,Délice,1.6%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,3,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1174,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 2.33,37%,57%,6%,1.04,Mousse,0.9%,Mousse,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1175,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.33,37%,57%,6%,1.04,Mousse,0.9%,Mousse,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1176,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 2.33,37%,57%,6%,1.04,Mousse,0.9%,Mousse,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1177,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 2.33,37%,57%,6%,1.04,Mousse,0.9%,Mousse,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1178,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 5.58,41%,49%,10%,0.77,Petit – Cat Grass Selection – Sauce,1.7%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1179,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 5.58,41%,49%,10%,0.77,Petit – Cat Grass Selection – Sauce,1.7%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1180,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Gevogelte,€ 5.58,41%,49%,10%,0.77,Petit – Heart Selection – Sauce,1.7%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1181,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 5.58,41%,49%,10%,0.77,Petit – Heart Selection – Sauce,1.7%,Saus,PetsPlace,Poésie (Vitakraft),Poésie (Vitakraft),NB,NB,4,2,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1182,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en chiazaad,€ 8.54,67%,27%,6%,0.63,Superfood,5.9%,Vleesreepjes,Zooplus,Porta 21,Porta 21,NB,NB,5,4,2,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1183,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kiwi,€ 8.17,64%,26%,10%,0.65,Superfood,1.2%,Vleesreepjes,Zooplus,Porta 21,Porta 21,NB,NB,5,4,2,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1184,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en quinoa,€ 8.17,64%,26%,10%,0.65,Superfood,1.2%,Vleesreepjes,Zooplus,Porta 21,Porta 21,NB,NB,5,4,2,N,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1185,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Makreel en ananas,€ 8.78,63%,28%,9%,0.61,Superfood,3.1%,Vleesreepjes,Zooplus,Porta 22,Porta 22,NB,NB,5,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1186,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Makreel en papaja,€ 8.63,62%,28%,10%,0.62,Superfood,1.3%,Vleesreepjes,Zooplus,Porta 23,Porta 23,NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1187,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en garnalen,€ 4.39,42%,56%,2%,0.76,Haven’s Fish Friday,2.8%,Mousse,Poezenparadijs,Power of Nature,Power of Nature,NB,NB,4,3,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1188,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en groenten,€ 4.39,42%,56%,2%,0.76,Haven’s Fish Friday,2.8%,Mousse,Poezenparadijs,Power of Nature,Power of Nature,NB,NB,4,3,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1189,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn en rijst,€ 4.39,42%,56%,2%,0.76,Haven’s Fish Friday,2.8%,Mousse,Poezenparadijs,Power of Nature,Power of Nature,NB,NB,4,3,2,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1190,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kwartel,€ 3.03,34%,60%,6%,0.92,Minkas Meat on Monday,2.5%,?,Cats-Country (DE),Power of Nature,Power of Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1191,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en parelhoen,€ 3.03,34%,60%,6%,0.92,Minkas Meat on Monday,2.5%,?,Cats-Country (DE),Power of Nature,Power of Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1192,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Konijn, kwartel, kip en forel",€ 3.03,34%,60%,6%,0.92,Minkas Meat on Monday,2.5%,?,Cats-Country (DE),Power of Nature,Power of Nature,NB,NB,3,4,3,J,N,2,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1193,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en garnalen,€ 3.03,34%,60%,6%,0.92,Minkas Meat on Monday,2.5%,?,Cats-Country (DE),Power of Nature,Power of Nature,NB,NB,3,4,3,J,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-1194,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.76,33%,63%,4%,0.95,Natural Cat,2.6%,Paté,Cats-Country (DE),Power of Nature,Power of Nature,159,2.00,2,3,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1195,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn,€ 2.20,33%,61%,6%,0.84,Natural Cat,2.8%,Paté,Cats-Country (DE),Power of Nature,Power of Nature,178,2.00,2,3,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1196,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 2.11,32%,58%,10%,0.88,Natural Cat,2.6%,Paté,Cats-Country (DE),Power of Nature,Power of Nature,171,2.00,2,3,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1197,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.61,27%,66%,7%,1.03,Natural Cat,2.5%,Paté,Cats-Country (DE),Power of Nature,Power of Nature,146,2.00,4,4,3,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1198,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel en rivierkreeftstaartjes,€ 4.72,51%,28%,21%,0.91,Tessa’s Sunday Special,1.6%,Vleesreepjes,Poezenparadijs,Power of Nature,Power of Nature,241,1.05,3,3,2,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1199,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en eendenfilet,€ 4.78,68%,25%,6%,0.90,Tessa’s Sunday Special,0.8%,Vleesreepjes,Poezenparadijs,Power of Nature,Power of Nature,211,1.11,3,2,1,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1200,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en ossenhaas,€ 4.67,68%,29%,2%,0.92,Tessa’s Sunday Special,0.8%,Vleesreepjes,Poezenparadijs,Power of Nature,Power of Nature,206,1.11,2,2,1,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1201,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Kip, pompoen en courgette",€ 4.78,68%,25%,6%,0.90,Tessa’s Sunday Special,0.8%,Vleesreepjes,Poezenparadijs,Power of Nature,Power of Nature,211,1.11,3,2,1,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1202,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,"Zalm, courgette en pastinaak",€ 4.40,46%,39%,15%,0.98,Tessa’s Sunday Special,1.6%,Vleesreepjes,Poezenparadijs,Power of Nature,Power of Nature,224,1.05,3,1,1,J,N,2,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/4.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg
1773261189-1203,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 3.01,35%,53%,12%,1.09,NatureCare,2.1%,Paté,Medpets,Prins,Prins,247,1.11,2,3,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1204,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 2.99,35%,54%,11%,1.10,NatureCare,2.1%,Paté,Medpets,Prins,Prins,236,1.19,2,3,3,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
1773261189-1205,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en garnalen,€ 3.35,36%,52%,12%,0.98,NatureCare,2.3%,Paté,Medpets,Prins,Prins,234,1.22,2,2,2,N,N,1,,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/1.jpg
